"fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","btrc","government_activity","fund_group_name","fund_type","fund_name","fund","account_name","account_code","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","authority_name","authority_link","department_number","program","vendor_id","zip","payment_method","payment_status","inv_num","invoice_due_date","invoice_discount_due_date","inv_date","inv_line","inv_dist_line","po_num","description","detailed_item_description","unit_price","unit_of_measure","quantity","sales_tax_percent","sales_tax","discount","receiver_id","po_date","po_line_number","procurement_organization","buyer_name","supplier_city","supplier_country","bu_name","site_location","item_code","item_code_name","currency","value_of_spend","vendor_num"
"2024","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","VERIZON WIRELESS","2024-06-18T00:00:00.000","-3.39",,"0","COMMUNITY DEVELOPMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120934","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"22","GENERAL SERVICES PROCUREMENT","000041262","75266","CHECK","PAID","22240000072036","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-15T00:00:00.000","1","109","CPO22240000486646","VERIZON WIRELESS  ACCT#342246184-00001","FLEET MANAGEMENT","3281.86",,"1","0","0","0","240000122593","2024-05-13T00:00:00.000","1","CITY","67260.0","DALLAS","US","CITY","LOS ANGELES","72102203","COMMUNICATION EQUIPMENT INSTALLATION","USD","-3.39","000041262-VERIZON WIRELESS"
"2024","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","VERIZON WIRELESS","2024-06-18T00:00:00.000","-7.9",,"0","COMMUNITY DEVELOPMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120934","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"22","GENERAL SERVICES PROCUREMENT","000041262","75266","CHECK","PAID","22240000072036","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-15T00:00:00.000","1","110","CPO22240000486646","VERIZON WIRELESS  ACCT#342246184-00001","FLEET MANAGEMENT","3281.86",,"1","0","0","0","240000122593","2024-05-13T00:00:00.000","1","CITY","67260.0","DALLAS","US","CITY","LOS ANGELES","72102203","COMMUNICATION EQUIPMENT INSTALLATION","USD","-7.9","000041262-VERIZON WIRELESS"
"2024","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","VERIZON WIRELESS","2024-06-18T00:00:00.000","-12.25",,"0","COMMUNITY DEVELOPMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120934","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"22","GENERAL SERVICES PROCUREMENT","000041262","75266","CHECK","PAID","22240000072036","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-15T00:00:00.000","1","24","CPO22240000462090",,"FLEET MANAGEMENT","4022.95",,"1","0","0","0","240000095473,240000134867",,"1","CITY",,"DALLAS","US","CITY","LOS ANGELES","72102203","COMMUNICATION EQUIPMENT INSTALLATION","USD","-12.25","000041262-VERIZON WIRELESS"
"2024","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","VERIZON WIRELESS","2024-06-18T00:00:00.000","-18.17",,"0","COMMUNITY DEVELOPMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120934","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"22","GENERAL SERVICES PROCUREMENT","000041262","75266","CHECK","PAID","22240000072036","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-15T00:00:00.000","1","142","CPO22240000486646","VERIZON WIRELESS  ACCT#342246184-00001","FLEET MANAGEMENT","3281.86",,"1","0","0","0","240000122593","2024-05-13T00:00:00.000","1","CITY","67260.0","DALLAS","US","CITY","LOS ANGELES","72102203","COMMUNICATION EQUIPMENT INSTALLATION","USD","-18.17","000041262-VERIZON WIRELESS"
"2024","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","VERIZON WIRELESS","2024-06-18T00:00:00.000","-20.76",,"0","COMMUNITY DEVELOPMENT","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000120934","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"22","GENERAL SERVICES PROCUREMENT","000041262","75266","CHECK","PAID","22240000072036","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-15T00:00:00.000","1","143","CPO22240000486646","VERIZON WIRELESS  ACCT#342246184-00001","FLEET MANAGEMENT","3281.86",,"1","0","0","0","240000122593","2024-05-13T00:00:00.000","1","CITY","67260.0","DALLAS","US","CITY","LOS ANGELES","72102203","COMMUNICATION EQUIPMENT INSTALLATION","USD","-20.76","000041262-VERIZON WIRELESS"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","AMANO MCGANN INC","2024-06-17T00:00:00.000","6568.75",,"2330736","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","AD26240000120534","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000044290","55486-0273","CHECK","PAID","33240000071545","2024-06-19T00:00:00.000","2024-06-19T00:00:00.000","2024-06-05T00:00:00.000","1","1","CPO33240000489993",,"ON-SITE PREVENTIVE MAINTENANCE OF PARKING EQUIPMNT EL PUEBLO","6568.75",,"1","0","0","0","240000129285","2024-05-23T00:00:00.000","1","CITY","94225.0","MINNEAPOLIS","US","CITY","LOS ANGELES","721533","SERVICE STATION EQUIPMENT INSTALLATION AND MAINTENANCE","USD","6568.75","000044290-AMANO MCGANN INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","RESOURCE EQUIPMENT COMPANY","2024-06-18T00:00:00.000","4029.28",,"4444444444","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","AD26240000121011","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","PROPERTY MANAGEMENT","000050868","91708","CHECK","PAID","332410033M001",,,"2024-05-06T00:00:00.000","1","1","GAEAE33AE24304002M","RESOURCE EQUIPMENT CO.MAINT.ON TRASH COMPACTOR ADD. $4,500","RESOURCE EQUIPMENT CO.MAINTENANCE ON TRASH COMPACTOR",,,,,,"0",,"2024-06-14T00:00:00.000","0",,,,,"CITY",,,,"USD",,"000050868-RESOURCE EQUIPMENT COMPANY"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","2024-06-12T00:00:00.000","1160",,"9999999999","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","SPECIAL REVENUE","EL PUEBLO DE LA HISTOR MONUMEN","737","LEASE & RENTAL OF CITY PROPERTIES","4931","AD26240000118576","RENTS AND CONCESSIONS",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS","PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY",,"33","EL PUEBLO DE LA HISTOR MONUMEN","PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY",,"CHECK","PAID","332433RF011273",,,"2024-06-10T00:00:00.000","1","1",,"PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"PRIVACY-EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","SOUTHERN CALIFORNIA GAS CO","2024-06-18T00:00:00.000","1006.2",,"252842","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","WATER AND ELECTRICITY","003340","EFT26240000023959","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","100003427","91756","EFT","PAID","332410033G010",,,"2024-05-22T00:00:00.000","1","2","GAEAE33AE24334001M",,"ACCT#1977285728 INV#15671334 052824 BILLING PD 04/23/24-05/22/24 415 N LOS ANGELES ST, LOS ANGELE",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"100003427-SOUTHERN CALIFORNIA GAS CO"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","US BANK","2024-06-12T00:00:00.000","715.94",,"6666666666","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","EFT26240000023530","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","100008349","63179-0428","EFT","PAID","332410033CC10B",,,"2024-06-06T00:00:00.000","1","1","SC33CO24126137M",,"P/CARD PURCHASE FOR BILLING CYCLE ENDED JUNE 06, 2024","0",,"0","0","0","0",,,"1",,,,,"CITY",,,,"USD",,"100008349-US BANK"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","HP INC.","2024-06-06T00:00:00.000","696.42",,"751463","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000116293","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000046723","90074","CHECK","PAID","33240000067769","2024-06-11T00:00:00.000","2024-06-11T00:00:00.000","2024-03-21T00:00:00.000","1","1","CPO33240000437894",,"COMPUTERS AND DISPLAYS","212",,"3","9.5","60.42","0","240000062900","2023-11-13T00:00:00.000","1","CITY","94225.0","LOS ANGELES","US","CITY","LOS ANGELES","431718","COMPUTERS","USD","696.42","000046723-HP INC."
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","SOUTHERN CALIFORNIA GAS CO","2024-06-18T00:00:00.000","441.38",,"252842","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","WATER AND ELECTRICITY","003340","EFT26240000023959","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","100003427","91756","EFT","PAID","332410033G010",,,"2024-05-28T00:00:00.000","1","1","GAEAE33AE24334001M",,"ACC# 01031943002 INV#15942417 052824 125 PASEO DE LA PLAZA, LOS ANGELES CA 90012",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"100003427-SOUTHERN CALIFORNIA GAS CO"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","RESOURCE EQUIPMENT COMPANY","2024-06-18T00:00:00.000","388.14",,"4444444444","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","AD26240000121011","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","PROPERTY MANAGEMENT","000050868","91708","CHECK","PAID","332410033M001",,,"2024-04-11T00:00:00.000","1","2","GAEAE33AE24304002M","RESOURCE EQUIPMENT CO.MAINT.ON TRASH COMPACTOR ADD. $4,500","RESOURCE EQUIPMENT CO.MAINTENANCE ON TRASH COMPACTOR",,,,,,"0",,"2024-06-14T00:00:00.000","0",,,,,"CITY",,,,"USD",,"000050868-RESOURCE EQUIPMENT COMPANY"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ODP BUSINESS SOLUTIONS, LLC","2024-06-13T00:00:00.000","177.32",,"3326022","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000119402","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","33240000070065","2024-06-20T00:00:00.000","2024-06-20T00:00:00.000","2024-03-07T00:00:00.000","1","64","CPO33240000465064",,"2024 AT-A-GLANCE(R) MONTHLY WALL CALENDAR, 15-1/2 X 22-3/4,","26.99",,"6","9.5","15.38","0","240000129630","2024-02-28T00:00:00.000","2","CITY","94225.0","PHOENIX","US","CITY","LOS ANGELES","44112002","CALENDAR BASES OR REFILLS","USD","177.32","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","84.11",,"0","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023946","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","33240000070847","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","28","CPO33240000493675",,"SEGMENT 4B, KM C550I, OPTION 1","76.81",,"1","9.5","7.3","0","240000129791","2024-06-05T00:00:00.000","1","CITY","94225.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","84.11","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-12T00:00:00.000","84.11",,"0","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023508","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","33240000068851","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-02-01T00:00:00.000","1","160","CPO33240000457602",,"SEGMENT 4B, KM C550I, OPTION 1","76.81",,"1","9.5","7.3","0","240000089050","2024-01-31T00:00:00.000","1","CITY","63378.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","84.11","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ODP BUSINESS SOLUTIONS, LLC","2024-06-13T00:00:00.000","83.22",,"3326022","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000119402","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","33240000070065","2024-06-20T00:00:00.000","2024-06-20T00:00:00.000","2024-03-07T00:00:00.000","1","66","CPO33240000465064",,"SCOTCH(R) MAGIC(TM) INVISIBLE TAPE 810 WITH C-60 DISPENSER,","19",,"4","9.5","7.22","0","240000129630","2024-02-28T00:00:00.000","4","CITY","94225.0","PHOENIX","US","CITY","LOS ANGELES","31","MANUFACTURING COMPONENTS AND SUPPLIES","USD","83.22","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ODP BUSINESS SOLUTIONS, LLC","2024-06-13T00:00:00.000","71.11",,"3326022","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000119402","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","33240000070065","2024-06-20T00:00:00.000","2024-06-20T00:00:00.000","2024-03-07T00:00:00.000","1","63","CPO33240000465064",,"2024 AT-A-GLANCE(R) 3-MONTH REFERENCE VERTICAL WALL CALENDAR","21.646666",,"3","9.5","6.17","0","240000129630","2024-02-28T00:00:00.000","1","CITY","94225.0","PHOENIX","US","CITY","LOS ANGELES","44112002","CALENDAR BASES OR REFILLS","USD","71.11","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-12T00:00:00.000","70.17",,"0","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023508","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","33240000068851","2024-06-14T00:00:00.000","2024-06-14T00:00:00.000","2024-02-01T00:00:00.000","1","161","CPO33240000457602",,"SEGMENT 3, KM C360I, OPTION 1","64.08",,"1","9.5","6.09","0","240000089050","2024-01-31T00:00:00.000","2","CITY","63378.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","70.17","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","KONICA MINOLTA BUSINESS SOLUTIONS","2024-06-18T00:00:00.000","70.17",,"0","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023946","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000002245","60607","EFT","PAID","33240000070847","2024-06-21T00:00:00.000","2024-06-21T00:00:00.000","2024-06-01T00:00:00.000","1","29","CPO33240000493675",,"SEGMENT 3, KM C360I, OPTION 1","64.08",,"1","9.5","6.09","0","240000129791","2024-06-05T00:00:00.000","2","CITY","94225.0","CHICAGO","US","CITY","LOS ANGELES","44101501","PHOTOCOPIERS","USD","70.17","000002245-KONICA MINOLTA BUSINESS SOLUTIONS"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ODP BUSINESS SOLUTIONS, LLC","2024-06-13T00:00:00.000","51.47",,"3326022","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","OFFICE AND ADMINISTRATIVE","006010","AD26240000119402","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL SERVICES PROCUREMENT","000028040","85038-9248","CHECK","PAID","33240000070065","2024-06-20T00:00:00.000","2024-06-20T00:00:00.000","2024-03-07T00:00:00.000","1","68","CPO33240000465064",,"SCOTCH THERMAL LAMINATING POUCHES, 8-1/2 X 11, 200 LAMINATIN","23.5",,"2","9.5","4.47","0","240000129630","2024-02-28T00:00:00.000","6","CITY","94225.0","PHOENIX","US","CITY","LOS ANGELES","44102002","LAMINATOR POUCHES","USD","51.47","000028040-ODP BUSINESS SOLUTIONS, LLC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","2","GAEAE33AE24304001M",,"ACC# AES1 2678 INV#417719 JUN 2024 MONITOR FEES;  CHINESE AMERICAN MUSEUM",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","4","GAEAE33AE24304001M",,"ACC# AES1 2675; INV#417918 JUNE 2024 MONITOR FEES; HAMMEL BUILDING",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","5","GAEAE33AE24304001M",,"ACC# AES1 2943; INV# 417740 JUN 2024 MONITOR FEES;  ITALIAN HALL BUILDING",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","8","GAEAE33AE24304001M",,"ACC# AES1 2680 INV# 417640 JUN 2024 MONITOR FEES SEPULVEDA HOUSE",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","6","GAEAE33AE24304001M",,"ACC# AES1-2660; INV# 417879 JUNE 2024 MONITOR FEES;  LAS ANGELITAS TOUR OFF.",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","3","GAEAE33AE24304001M",,"ACC# AES1 2788; INV#416995 MAY 2024 MONITOR FEES GATEWAY TO NATURE BUILDING",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","7","GAEAE33AE24304001M",,"ACC# AES1 2679 INV# 417718 JUN 2024 MONITOR FEES FIRE HOUSE",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
"2024","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ABA ALARM CO INC","2024-06-18T00:00:00.000","50",,"381715","CULTURAL AND RECREATIONAL SERVICES","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","100","CONTRACTUAL SERVICES","003040","EFT26240000023981","SUPPLIES & OTHER SERVICES",,"12","2024-12 (JUN)","2024-04","6","JUNE,2024","JUNE","FMS",,,"33","GENERAL ADMINISTRATION AND SUPPORT","VC0000000672","92649-3810","EFT","PAID","332410033A013",,,"2024-06-01T00:00:00.000","1","1","GAEAE33AE24304001M",,"ACC# AES1 2921: INV# 416742 JUN 2024 MONITORING FEE; ELP-BISCAILUZ BLDG.",,,,,,"0",,,"0",,,,,"CITY",,,,"USD",,"VC0000000672-ABA ALARM CO INC"
