"AGENCYNBR","AGENCYNAME","CALENDAR_YEAR","CALENDAR_MONTH","VENDOR_NAME","CITY","STATE","POSTAL","EFFDT","VOUCHER_ID","VOUCHER_STYLE","VCHR_STYLE_DESCR","VOUCHER_ID_RELATED","INVOICE_DT","TRANSACTION_TYPE","PYMNT_AMT","PYMNT_DT","CANCEL_DT","FUND_CODE","FUNDDESCR","CLASS_FLD","CLASSDESCR","DEPTID","DEPTDESCR","ACCOUNT","ACCTDESCR","OPERATING_UNIT","OPERUNITDESCR","PRODUCT","PRODUCTDESCR","PROGRAM_CODE","PGMDESCR","BUDGET_REF","CHARTFIELD1","CF1DESCR","CHARTFIELD2","CF2DESCR","PROJECT_ID","PROJDESCR","ACTIVITY","ACTVDESCR","RESTYPE","RESDESCR","RCAT","RCATDESCR","RSUBCAT","RSUBCATDESCR","PO_ID","ITEM_DESCRIPTION","OCP_DS_DATE","ROWID"
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","LOGMEIN USA, INC","LOS ANGELES","CA","90074-0264","07/15/2020","01895823","REG","Regular Voucher"," ","06/22/2020","N",5544,"07/15/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","541130","Data Processing Software"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGadUAAP
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895824","REG","Regular Voucher"," ","06/26/2020","N",47824.14,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGadUAAR
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895825","REG","Regular Voucher"," ","06/22/2020","N",164320.9,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895826","REG","Regular Voucher"," ","07/09/2020","N",12000,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895827","REG","Regular Voucher"," ","07/08/2020","N",254.9,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","534260","Medical Supplies And Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895828","REG","Regular Voucher"," ","07/09/2020","N",216.63,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","533230","Mtce-Rep.-Tele.Equip. In-house"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895829","REG","Regular Voucher"," ","07/09/2020","N",1132.3,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAF
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895830","REG","Regular Voucher"," ","07/09/2020","N",387.6,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAI
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895831","REG","Regular Voucher"," ","07/09/2020","N",461.41,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895832","REG","Regular Voucher"," ","07/09/2020","N",83.64,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaeTAAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901379","REG","Regular Voucher"," ","07/24/2020","N",475,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbUHAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901380","REG","Regular Voucher"," ","07/24/2020","N",465,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901381","REG","Regular Voucher"," ","07/24/2020","N",381,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAF
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901382","REG","Regular Voucher"," ","07/24/2020","N",208,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAI
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901383","REG","Regular Voucher"," ","07/24/2020","N",571,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901384","REG","Regular Voucher"," ","07/24/2020","N",1000,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901385","REG","Regular Voucher"," ","07/24/2020","N",9558.8,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbMIAAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901386","REG","Regular Voucher"," ","07/24/2020","N",2224.25,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbPIAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901387","REG","Regular Voucher"," ","07/24/2020","N",478.03,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbPIAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901388","REG","Regular Voucher"," ","07/24/2020","N",318.69,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbPIAAF
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901389","REG","Regular Voucher"," ","07/24/2020","N",493.38,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbJKAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901390","REG","Regular Voucher"," ","07/24/2020","N",1042.76,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbJKAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901391","REG","Regular Voucher"," ","07/24/2020","N",1500,"07/27/2020","","9000","Higher Educ Component Unit","78900","ACA Payroll Processing","8900001","ACA Payroll Processing","585390","W/H-Other (Garnish,levies,etc)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbJKAAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","BIRKMAN INTERNATIONAL INC","GRAPEVINE","TX","76099-9708","07/27/2020","01901393","REG","Regular Voucher"," ","11/27/2019","N",4140,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","536190","Educational Supplies"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbJKAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","WESTERN PRINTING CO INC","TULSA","OK","74170-1438","07/27/2020","01901394","REG","Regular Voucher"," ","05/29/2020","N",6913.43,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","531150","Printing & Binding Contrs"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbLKAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901395","REG","Regular Voucher"," ","06/16/2020","N",155.02,"07/27/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","535180","Safety and Security Supplies"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbLKAAK
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","THERMO FISHER SCIENTIFIC","ATLANTA","GA","30384-4705","07/27/2020","01901396","REG","Regular Voucher"," ","06/17/2020","N",52.58,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbLKAAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901397","REG","Regular Voucher"," ","06/18/2020","N",788.21,"07/27/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbRKAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901398","REG","Regular Voucher"," ","06/19/2020","N",11,"07/27/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","536140","Office Supplies (Expendable)"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbRKAAR
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","CDW GOVERNMENT INC","CHICAGO","IL","60675-1515","07/27/2020","01901400","REG","Regular Voucher"," ","06/19/2020","N",102.55,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","536150","Data Processing Supplies"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbRKAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","CDW GOVERNMENT INC","CHICAGO","IL","60675-1515","07/27/2020","01901400","REG","Regular Voucher"," ","06/19/2020","N",434.41,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","541120","Data Processing Equipment"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbRKAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","THERMO FISHER SCIENTIFIC","ATLANTA","GA","30384-4705","07/27/2020","01901401","REG","Regular Voucher"," ","06/19/2020","N",4215.51,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","541250","Equip-Lab"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbRKAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","EXPERT REPAIR LLC","SUNRISE","FL","33351-7904","07/27/2020","01901402","REG","Regular Voucher"," ","06/18/2020","N",317.67,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","533110","Mtce-Rep.-Bldgs-grnds-Vendor"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbWMAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","THERMO FISHER SCIENTIFIC","ATLANTA","GA","30384-4705","07/27/2020","01901403","REG","Regular Voucher"," ","06/23/2020","N",51.14,"07/27/2020","","9000","Higher Educ Component Unit","29000","Educational & Gen Operations","1100001","Instruction","537190","Lab,Medical Supplies-Materials"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbWMAAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/27/2020","01901404","REG","Regular Voucher"," ","06/23/2020","N",5665,"07/27/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","541120","Data Processing Equipment"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGbWMAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895734","REG","Regular Voucher"," ","07/07/2020","N",461.41,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","537160","Agricultural-Veterinary Sup"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaYRAAL
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895735","REG","Regular Voucher"," ","07/07/2020","N",138.21,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaYRAAM
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895736","REG","Regular Voucher"," ","07/07/2020","N",208.12,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaYRAAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895737","REG","Regular Voucher"," ","07/07/2020","N",50.06,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaYRAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895738","REG","Regular Voucher"," ","07/07/2020","N",240.7,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895739","REG","Regular Voucher"," ","07/07/2020","N",13.28,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAB
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895740","REG","Regular Voucher"," ","07/07/2020","N",160,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAC
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895741","REG","Regular Voucher"," ","07/07/2020","N",128.38,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAD
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895742","REG","Regular Voucher"," ","07/07/2020","N",4.5,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAE
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895743","REG","Regular Voucher"," ","07/01/2020","N",5664.85,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","515410","HR-Exec. Search Consulting Svc"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAM
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895744","REG","Regular Voucher"," ","07/06/2020","N",329,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAN
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895746","REG","Regular Voucher"," ","07/07/2020","N",3070.34,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAO
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895747","REG","Regular Voucher"," ","07/02/2020","N",236.4,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAP
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895748","REG","Regular Voucher"," ","07/02/2020","N",189.12,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAQ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895749","REG","Regular Voucher"," ","06/30/2020","N",221.5,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaZQAAR
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895750","REG","Regular Voucher"," ","07/01/2020","N",195.56,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","532140","Rent-Equipment And Machinery"," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaaPAAA
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895751","REG","Regular Voucher"," ","06/16/2020","N",27700,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaaPAAJ
"01000","OKLAHOMA STATE UNIVERSITY","2020","07","PROTECTED INFORMATION","OKLAHOMA CITY","OK","73105","07/15/2020","01895752","REG","Regular Voucher"," ","06/22/2020","N",11920,"07/15/2020","","9000","Higher Educ Component Unit","70100","OSU 700 Fund","1000001","700 Funds","564110","Mdse-Resale-Raw Mat.,Stk/Supp."," "," "," "," ","C0103","HIGHER EDUCATION"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08/08/2020",AAATM9AAEAAGaaPAAK
